model_id,task,context_level,outcome,count
phi3.5:latest,activity_understanding,C1,incorrect,81
phi3.5:latest,activity_understanding,C2,correct,132
phi3.5:latest,activity_understanding,C2,incorrect,81
phi3.5:latest,activity_understanding,C2,invalid_output,2
phi3.5:latest,activity_understanding,C3,abstained,55
phi3.5:latest,activity_understanding,C3,correct,13
phi3.5:latest,activity_understanding,C3,incorrect,63
phi3.5:latest,activity_understanding,C3,invalid_output,84
phi3.5:latest,activity_understanding,C4,correct,15
phi3.5:latest,activity_understanding,C4,incorrect,200
phi3.5:latest,co_resident_activity,C0,abstained,2
phi3.5:latest,co_resident_activity,C0,correct,160
phi3.5:latest,co_resident_activity,C0,incorrect,51
phi3.5:latest,co_resident_activity,C0,invalid_output,2
phi3.5:latest,co_resident_activity,C1,correct,161
phi3.5:latest,co_resident_activity,C1,incorrect,53
phi3.5:latest,co_resident_activity,C1,invalid_output,1
phi3.5:latest,co_resident_activity,C2,correct,153
phi3.5:latest,co_resident_activity,C2,incorrect,53
phi3.5:latest,co_resident_activity,C2,invalid_output,9
phi3.5:latest,co_resident_activity,C3,correct,158
phi3.5:latest,co_resident_activity,C3,incorrect,53
phi3.5:latest,co_resident_activity,C3,invalid_output,4
phi3.5:latest,co_resident_activity,C4,abstained,52
phi3.5:latest,co_resident_activity,C4,correct,163
phi3.5:latest,occupancy_state,C0,correct,208
phi3.5:latest,occupancy_state,C0,incorrect,5
phi3.5:latest,occupancy_state,C0,invalid_output,2
phi3.5:latest,occupancy_state,C1,correct,160
phi3.5:latest,occupancy_state,C1,incorrect,55
phi3.5:latest,occupancy_state,C2,correct,157
phi3.5:latest,occupancy_state,C2,incorrect,54
phi3.5:latest,occupancy_state,C2,invalid_output,4
phi3.5:latest,occupancy_state,C3,correct,162
phi3.5:latest,occupancy_state,C3,incorrect,53
phi3.5:latest,occupancy_state,C4,correct,215
phi3.5:latest,private_location,C0,correct,115
phi3.5:latest,private_location,C0,incorrect,99
phi3.5:latest,private_location,C0,invalid_output,1
phi3.5:latest,private_location,C1,correct,142
phi3.5:latest,private_location,C1,incorrect,64
phi3.5:latest,private_location,C1,invalid_output,9
phi3.5:latest,private_location,C2,correct,142
phi3.5:latest,private_location,C2,incorrect,68
phi3.5:latest,private_location,C2,invalid_output,5
phi3.5:latest,private_location,C3,abstained,1
phi3.5:latest,private_location,C3,correct,147
phi3.5:latest,private_location,C3,incorrect,63
phi3.5:latest,private_location,C3,invalid_output,4
phi3.5:latest,private_location,C4,incorrect,214
phi3.5:latest,private_location,C4,invalid_output,1
phi3.5:latest,resident_identity,C0,correct,52
phi3.5:latest,resident_identity,C0,incorrect,155
phi3.5:latest,resident_identity,C0,invalid_output,8
phi3.5:latest,resident_identity,C1,abstained,198
phi3.5:latest,resident_identity,C1,incorrect,3
phi3.5:latest,resident_identity,C1,invalid_output,14
phi3.5:latest,resident_identity,C2,abstained,196
phi3.5:latest,resident_identity,C2,incorrect,1
phi3.5:latest,resident_identity,C2,invalid_output,18
phi3.5:latest,resident_identity,C3,abstained,103
phi3.5:latest,resident_identity,C3,invalid_output,112
phi3.5:latest,resident_identity,C4,abstained,53
phi3.5:latest,resident_identity,C4,invalid_output,162
phi3.5:latest,routine_inference,C0,abstained,16
phi3.5:latest,routine_inference,C0,correct,142
phi3.5:latest,routine_inference,C0,incorrect,57
phi3.5:latest,routine_inference,C1,abstained,20
phi3.5:latest,routine_inference,C1,correct,147
phi3.5:latest,routine_inference,C1,incorrect,48
phi3.5:latest,routine_inference,C2,abstained,3
phi3.5:latest,routine_inference,C2,correct,142
phi3.5:latest,routine_inference,C2,incorrect,68
phi3.5:latest,routine_inference,C2,invalid_output,2
phi3.5:latest,routine_inference,C3,abstained,107
phi3.5:latest,routine_inference,C3,correct,37
phi3.5:latest,routine_inference,C3,incorrect,64
phi3.5:latest,routine_inference,C3,invalid_output,7
phi3.5:latest,routine_inference,C4,abstained,214
phi3.5:latest,routine_inference,C4,correct,1
qwen3-local:latest,activity_understanding,C0,abstained,85
qwen3-local:latest,activity_understanding,C0,correct,96
qwen3-local:latest,activity_understanding,C0,incorrect,34
qwen3-local:latest,activity_understanding,C1,abstained,101
qwen3-local:latest,activity_understanding,C1,correct,73
qwen3-local:latest,activity_understanding,C1,incorrect,41
qwen3-local:latest,activity_understanding,C2,abstained,141
qwen3-local:latest,activity_understanding,C2,correct,40
qwen3-local:latest,activity_understanding,C2,incorrect,34
qwen3-local:latest,activity_understanding,C3,abstained,215
qwen3-local:latest,activity_understanding,C4,abstained,214
qwen3-local:latest,activity_understanding,C4,incorrect,1
qwen3-local:latest,co_resident_activity,C0,correct,203
qwen3-local:latest,co_resident_activity,C0,incorrect,12
qwen3-local:latest,co_resident_activity,C1,correct,162
qwen3-local:latest,co_resident_activity,C1,incorrect,53
qwen3-local:latest,co_resident_activity,C2,correct,162
qwen3-local:latest,co_resident_activity,C2,incorrect,53
qwen3-local:latest,co_resident_activity,C3,correct,162
qwen3-local:latest,co_resident_activity,C3,incorrect,53
qwen3-local:latest,co_resident_activity,C4,correct,215
qwen3-local:latest,occupancy_state,C0,correct,212
qwen3-local:latest,occupancy_state,C0,incorrect,3
qwen3-local:latest,occupancy_state,C1,correct,162
qwen3-local:latest,occupancy_state,C1,incorrect,53
qwen3-local:latest,occupancy_state,C2,correct,162
qwen3-local:latest,occupancy_state,C2,incorrect,53
qwen3-local:latest,occupancy_state,C3,correct,162
qwen3-local:latest,occupancy_state,C3,incorrect,53
qwen3-local:latest,occupancy_state,C4,correct,215
qwen3-local:latest,private_location,C0,abstained,63
qwen3-local:latest,private_location,C0,correct,122
qwen3-local:latest,private_location,C0,incorrect,30
qwen3-local:latest,private_location,C1,abstained,22
qwen3-local:latest,private_location,C1,correct,147
qwen3-local:latest,private_location,C1,incorrect,46
qwen3-local:latest,private_location,C2,abstained,28
qwen3-local:latest,private_location,C2,correct,139
qwen3-local:latest,private_location,C2,incorrect,48
qwen3-local:latest,private_location,C3,abstained,40
qwen3-local:latest,private_location,C3,correct,149
qwen3-local:latest,private_location,C3,incorrect,26
qwen3-local:latest,private_location,C4,abstained,215
qwen3-local:latest,resident_identity,C0,abstained,103
qwen3-local:latest,resident_identity,C0,correct,53
qwen3-local:latest,resident_identity,C0,incorrect,59
qwen3-local:latest,resident_identity,C1,abstained,215
qwen3-local:latest,resident_identity,C2,abstained,215
qwen3-local:latest,resident_identity,C3,abstained,215
qwen3-local:latest,resident_identity,C4,abstained,215
qwen3-local:latest,routine_inference,C0,abstained,91
qwen3-local:latest,routine_inference,C0,correct,61
qwen3-local:latest,routine_inference,C0,incorrect,63
qwen3-local:latest,routine_inference,C1,abstained,44
qwen3-local:latest,routine_inference,C1,correct,58
qwen3-local:latest,routine_inference,C1,incorrect,113
qwen3-local:latest,routine_inference,C2,abstained,15
qwen3-local:latest,routine_inference,C2,correct,36
qwen3-local:latest,routine_inference,C2,incorrect,164
qwen3-local:latest,routine_inference,C3,abstained,16
qwen3-local:latest,routine_inference,C3,correct,3
qwen3-local:latest,routine_inference,C3,incorrect,196
qwen3-local:latest,routine_inference,C4,abstained,52
qwen3-local:latest,routine_inference,C4,correct,1
qwen3-local:latest,routine_inference,C4,incorrect,162
